value;params_C;params_class_weight;params_max_iter;params_penalty;params_solver;params_tol;scaled;pca
0.935;433.1608089;;966;l1;liblinear;1.50E-05;1;1
0.935;52.08260042;;427;l1;saga;1.15E-05;1;1
0.55;83.19167242;balanced;926;l2;saga;6.55E-05;1;1
0.55;905.4558589;balanced;945;l2;saga;0.01363496;1;1
0.935;0.014093366;balanced;431;l1;saga;0.009267797;1;1
0.55;0.13607063;balanced;395;l2;liblinear;0.003631155;1;1
0.935;41.91133396;;861;l2;liblinear;0.035357009;1;1
0.55;9294.1276;balanced;228;l2;liblinear;0.000300497;1;1
0.935;1482.70848;;341;l2;liblinear;0.032508059;1;1
0.935;5.04E-05;;697;l2;liblinear;6.41E-05;1;1
0.55;954.8587852;balanced;289;l1;saga;0.001571214;1;1
0.935;0.003694734;;710;l1;saga;2.70E-05;1;1
0.935;76230.87899;;324;l2;saga;0.000926305;1;1
0.935;0.267853516;;1000;l1;saga;0.008888866;1;1
0.555;0.036434607;balanced;137;l2;liblinear;0.001687031;1;1
0.935;0.00022161;balanced;962;l1;liblinear;2.25E-05;1;1
0.55;17.38373401;balanced;705;l2;liblinear;0.011587194;1;1
0.61;0.000114818;balanced;278;l2;saga;0.000785557;1;1
0.55;2339.713424;balanced;897;l1;liblinear;0.00109074;1;1
0.555;0.122442513;balanced;972;l2;saga;0.005785181;1;1
0.935;1239.003501;;610;l2;saga;4.89E-05;1;1
0.935;221.0536737;;710;l2;saga;0.03741343;1;1
0.935;26771.33803;;758;l1;liblinear;0.001303844;1;1
0.935;2.887386574;;187;l1;saga;0.008149773;1;1
0.935;0.012863429;;287;l1;saga;0.000143906;1;1
0.935;0.000965917;;814;l1;saga;0.000196626;1;1
0.555;0.930555356;balanced;189;l1;saga;0.000190318;1;1
0.585;0.221029826;balanced;636;l1;saga;0.035494133;1;1
0.55;12.43377119;balanced;847;l1;liblinear;8.92E-05;1;1
0.54;0.039601781;balanced;558;l1;liblinear;0.000181159;1;1
0.55;0.679206901;balanced;346;l2;liblinear;0.001389441;1;1
0.935;81894.41651;;926;l2;saga;0.047123698;1;1
0.065;0.003721299;balanced;480;l1;saga;3.46E-05;1;1
0.935;4.84E-05;;491;l2;liblinear;0.001629477;1;1
0.935;26.74726523;;631;l2;saga;0.056345585;1;1
0.935;48361.34481;;152;l1;saga;1.15E-05;1;1
0.935;0.040251245;;979;l1;saga;0.000119161;1;1
0.935;4220.011486;;143;l1;saga;1.31E-05;1;1
0.56;0.560776424;balanced;508;l1;saga;0.000737651;1;1
0.935;48805.77861;;270;l1;liblinear;0.007816411;1;1
0.935;82.31999083;;605;l1;saga;2.83E-05;1;1
0.55;37.66295366;balanced;383;l1;liblinear;2.66E-05;1;1
0.55;145.382627;balanced;107;l2;saga;0.001580393;1;1
0.585;0.013284197;balanced;142;l2;saga;0.001597397;1;1
0.61;4.31E-05;balanced;429;l2;saga;0.000208383;1;1
0.55;18278.50327;balanced;675;l1;liblinear;0.004173042;1;1
0.935;0.005908614;;176;l1;liblinear;0.002832708;1;1
0.55;1364.299235;balanced;635;l2;liblinear;1.23E-05;1;1
0.935;0.005185222;balanced;169;l1;liblinear;7.28E-05;1;1
0.935;0.002773802;;876;l1;liblinear;0.070502191;1;1
0.55;6.524770631;balanced;113;l1;liblinear;0.044055465;1;1
0.935;76430.926;;290;l2;saga;9.60E-05;1;1
0.56;0.546148085;balanced;337;l1;liblinear;0.001201409;1;1
0.935;52156.37611;;489;l1;saga;4.85E-05;1;1
0.935;0.837837836;;828;l2;liblinear;2.74E-05;1;1
0.935;5561.244578;;208;l2;liblinear;0.040458082;1;1
0.935;0.013393572;balanced;499;l1;liblinear;0.042764192;1;1
0.555;0.087640021;balanced;976;l2;liblinear;0.001000713;1;1
0.935;0.000142669;balanced;881;l1;saga;0.002654736;1;1
0.935;961.659246;;319;l2;liblinear;0.019146026;1;1
0.935;1.20E-05;balanced;354;l1;saga;0.00018115;1;1
0.935;0.002251057;balanced;897;l1;saga;0.000369434;1;1
0.55;9112.225946;balanced;898;l1;saga;5.43E-05;1;1
0.935;0.010355211;balanced;386;l1;liblinear;0.00019204;1;1
0.935;39544.77257;;550;l2;liblinear;0.000480522;1;1
0.935;15.7100295;;244;l2;liblinear;0.001526425;1;1
0.935;0.002125019;;563;l1;liblinear;4.26E-05;1;1
0.565;2.01E-05;balanced;135;l2;liblinear;0.015599385;1;1
0.55;71607.63642;balanced;479;l2;saga;2.42E-05;1;1
0.935;60417.70131;;191;l2;saga;0.032157827;1;1
0.935;12117.1252;;659;l1;saga;5.59E-05;1;1
0.935;0.001229388;;934;l2;saga;5.24E-05;1;1
0.935;17262.49847;;344;l2;liblinear;0.000125624;1;1
0.55;0.220222221;balanced;551;l2;saga;0.002488194;1;1
0.56;0.736134721;balanced;907;l1;saga;0.000249089;1;1
0.935;30996.92348;;647;l2;saga;0.000385817;1;1
0.935;1668.384414;;330;l2;liblinear;0.000113249;1;1
0.55;30.57004186;balanced;574;l2;liblinear;0.001215909;1;1
0.935;34941.52719;;962;l1;liblinear;3.27E-05;1;1
0.55;0.636944161;balanced;912;l2;liblinear;0.010424498;1;1
0.565;7.72E-05;balanced;448;l2;liblinear;0.002343222;1;1
0.55;633.3660165;balanced;353;l2;liblinear;2.05E-05;1;1
0.935;1.98E-05;;930;l1;saga;0.06448651;1;1
0.935;0.960936582;;966;l1;saga;0.002191453;1;1
0.935;5021.9777;;259;l2;liblinear;0.001101948;1;1
0.55;804.4791395;balanced;295;l2;saga;0.011915768;1;1
0.55;66.51794096;balanced;648;l2;liblinear;1.90E-05;1;1
0.935;20282.74663;;282;l1;saga;0.044081367;1;1
0.55;8.845887;balanced;238;l2;liblinear;1.83E-05;1;1
0.55;69731.88612;balanced;559;l2;liblinear;4.95E-05;1;1
0.55;1629.088413;balanced;393;l1;liblinear;0.000125054;1;1
0.56;0.714582415;balanced;778;l1;saga;0.000482269;1;1
0.55;335.864668;balanced;669;l2;liblinear;5.53E-05;1;1
0.935;5.27E-05;;547;l1;liblinear;5.83E-05;1;1
0.935;4845.583671;;606;l1;saga;3.75E-05;1;1
0.935;4.76E-05;;421;l1;saga;0.046551486;1;1
0.555;1.058985834;balanced;109;l1;liblinear;1.62E-05;1;1
0.935;1.06E-05;balanced;939;l1;saga;0.080502231;1;1
0.935;7.710772321;;589;l2;liblinear;0.003479398;1;1
0.935;1.243103729;;423;l1;liblinear;0.00352727;1;1
0.61;0.000126975;balanced;258;l2;saga;6.50E-05;1;1
0.935;0.01372694;balanced;163;l1;liblinear;0.012330014;1;1
0.605;0.000497475;balanced;682;l2;saga;0.016411357;1;1
0.935;1.26E-05;;784;l2;liblinear;0.002942897;1;1
0.935;660.1656172;;705;l2;saga;0.001751319;1;1
0.935;0.03199304;;762;l1;saga;0.008345224;1;1
0.935;0.438110601;;517;l2;saga;3.79E-05;1;1
0.58;0.212856591;balanced;206;l1;saga;0.080554874;1;1
0.55;1465.126795;balanced;842;l2;liblinear;6.75E-05;1;1
0.935;221.3655366;;679;l1;liblinear;0.000603999;1;1
0.935;1.958971384;;953;l1;saga;0.002308171;1;1
0.935;527.1995596;;571;l1;liblinear;0.005264007;1;1
0.55;529.843641;balanced;153;l2;saga;0.050780461;1;1
0.935;0.000400063;;120;l1;liblinear;3.88E-05;1;1
0.55;4221.927999;balanced;735;l2;liblinear;0.00378843;1;1
0.935;2.20E-05;;850;l2;saga;0.000148083;1;1
0.935;0.192812831;;865;l2;liblinear;0.016844652;1;1
0.565;0.000310237;balanced;855;l2;liblinear;1.10E-05;1;1
0.58;0.135018437;balanced;588;l1;liblinear;0.000326318;1;1
0.55;0.141486702;balanced;710;l2;saga;0.000146112;1;1
0.935;4.841835555;;280;l1;saga;0.00825113;1;1
0.55;25175.58024;balanced;988;l2;saga;0.037228918;1;1
0.935;0.830714336;;677;l1;saga;0.011739993;1;1
