value;params_bootstrap;params_criterion;params_max_depth;params_max_features;params_max_leaf_nodes;params_min_samples_leaf;params_min_samples_split;params_n_estimators;scaled;pca
0.935;True;gini;65;;740;0.024269191;0.272064416;430;1;1
0.935;True;log_loss;43;sqrt;293;0.019383579;0.001592221;445;1;1
0.935;True;log_loss;36;sqrt;472;0.000196164;0.135396271;204;1;1
0.925;False;gini;42;;895;0.001857117;0.000706018;39;1;1
0.935;True;log_loss;91;;634;0.000361551;0.057010915;503;1;1
0.935;False;gini;46;;737;0.002942225;0.576895136;997;1;1
0.935;False;gini;86;log2;212;0.001380856;0.875802963;125;1;1
0.935;False;log_loss;6;;761;0.396012805;0.000701367;25;1;1
0.935;False;gini;21;sqrt;945;0.021014219;0.012253073;201;1;1
0.935;False;log_loss;100;;320;0.001497439;0.488849737;993;1;1
0.935;True;entropy;5;sqrt;901;0.000377245;0.000228588;738;1;1
0.935;True;gini;40;;574;0.000229849;0.142991242;33;1;1
0.9;False;entropy;62;;915;0.000894639;0.001502433;358;1;1
0.935;True;entropy;56;sqrt;270;0.011874218;0.009353689;421;1;1
0.935;False;entropy;46;log2;566;0.166839971;0.094739118;871;1;1
0.935;False;log_loss;14;;238;0.01545093;0.002378961;942;1;1
0.92;False;entropy;49;;904;0.000199579;0.059347397;528;1;1
0.935;False;gini;36;;908;0.038932197;0.072637072;964;1;1
0.935;True;log_loss;86;log2;680;0.002927389;0.559574542;254;1;1
0.935;True;entropy;44;log2;129;0.099385649;0.000106716;597;1;1
0.935;False;entropy;1;sqrt;697;0.011354858;0.003620531;782;1;1
0.935;True;log_loss;57;sqrt;637;0.001866221;0.086136111;392;1;1
0.935;True;entropy;89;sqrt;737;0.011298856;0.000187355;795;1;1
0.935;False;log_loss;99;log2;987;0.073472094;0.003607077;960;1;1
0.935;False;gini;80;;901;0.060839181;0.382102134;906;1;1
0.935;False;log_loss;73;sqrt;14;0.017364798;0.067553884;904;1;1
0.915;True;gini;95;;649;0.00026504;0.000293786;263;1;1
0.92;True;log_loss;59;log2;354;0.0007945;0.004734704;783;1;1
0.915;True;gini;47;;656;0.000137489;0.002690162;298;1;1
0.935;False;entropy;67;sqrt;365;0.035810281;0.819897784;65;1;1
0.935;True;entropy;10;log2;180;0.055291101;0.00339901;807;1;1
0.935;True;log_loss;25;log2;133;0.26397208;0.513620655;733;1;1
0.935;True;log_loss;15;sqrt;550;0.002322943;0.000811182;113;1;1
0.935;True;gini;38;sqrt;459;0.003779769;0.00424568;925;1;1
0.935;False;entropy;19;;958;0.26311458;0.019152379;569;1;1
0.935;True;log_loss;65;log2;269;0.000395519;0.524750988;21;1;1
0.935;False;log_loss;1;log2;473;0.298829818;0.005003148;917;1;1
0.93;False;gini;47;log2;479;0.000126572;0.015552826;212;1;1
0.935;True;entropy;73;sqrt;858;0.013820662;0.001061125;968;1;1
0.935;True;gini;52;sqrt;787;0.016560446;0.007644606;306;1;1
0.91;False;entropy;96;log2;551;0.00066223;0.002044137;541;1;1
0.935;True;log_loss;26;;459;0.275783422;0.592075431;888;1;1
0.92;True;gini;93;sqrt;894;0.001195958;0.001068443;568;1;1
0.935;True;log_loss;84;sqrt;224;0.000780008;0.037020765;911;1;1
0.935;True;gini;65;sqrt;224;0.002228684;0.010965624;745;1;1
0.935;False;entropy;18;sqrt;144;0.091698451;0.003045351;880;1;1
0.935;True;entropy;79;;809;0.000702939;0.392436512;256;1;1
0.935;True;entropy;98;;641;0.004216669;0.016191232;644;1;1
0.935;False;gini;70;;55;0.000959957;0.004138067;45;1;1
0.935;True;log_loss;78;sqrt;441;0.019779187;0.172238941;132;1;1
0.935;True;gini;33;log2;322;0.00757455;0.401424177;503;1;1
0.935;True;gini;33;sqrt;222;0.173802479;0.050491903;304;1;1
0.935;True;log_loss;25;sqrt;657;0.003299001;0.004573231;709;1;1
0.935;True;gini;70;log2;476;0.000385149;0.591695014;342;1;1
0.935;True;log_loss;21;;359;0.014272285;0.707067106;717;1;1
0.915;True;entropy;27;;623;0.001085111;0.000487303;23;1;1
0.935;True;entropy;82;sqrt;330;0.309602747;0.005735773;700;1;1
0.935;False;log_loss;93;sqrt;57;0.020088232;0.003507482;177;1;1
0.935;False;entropy;72;log2;366;0.000439461;0.488575082;300;1;1
0.935;True;log_loss;97;log2;142;0.006311335;0.001131382;316;1;1
0.935;True;entropy;8;log2;596;0.023681054;0.000114442;88;1;1
0.935;True;gini;10;sqrt;652;0.000192658;0.01378371;501;1;1
0.935;True;log_loss;17;sqrt;345;0.02168518;0.41430542;864;1;1
0.935;True;gini;41;;105;0.097044328;0.036208898;379;1;1
0.935;False;log_loss;27;log2;510;0.062675325;0.000161964;305;1;1
0.9;False;entropy;29;;824;0.000573404;0.006217104;976;1;1
0.935;False;gini;24;log2;373;0.00371304;0.000574913;389;1;1
0.935;True;gini;37;;108;0.01012703;0.000292006;946;1;1
0.93;False;gini;29;;874;0.000397734;0.3199211;968;1;1
0.935;False;log_loss;14;log2;445;0.000202873;0.007466614;440;1;1
0.935;False;log_loss;13;;222;0.153319416;0.000642924;174;1;1
0.935;False;gini;23;sqrt;177;0.197551807;0.162391767;776;1;1
0.935;True;entropy;67;log2;795;0.00093327;0.031219199;418;1;1
0.935;True;gini;48;log2;853;0.021038401;0.00074038;592;1;1
0.915;True;gini;83;;612;0.001246874;0.000528117;363;1;1
0.935;False;gini;30;log2;868;0.202501846;0.000281192;229;1;1
0.935;True;log_loss;31;sqrt;621;0.014638512;0.015527934;750;1;1
0.935;False;entropy;13;sqrt;531;0.221775567;0.010645766;529;1;1
0.935;True;log_loss;57;sqrt;784;0.406584669;0.000243079;697;1;1
0.935;True;log_loss;95;log2;103;0.037137947;0.010667185;26;1;1
0.935;True;log_loss;17;;98;0.021127647;0.209563557;319;1;1
0.935;True;log_loss;69;sqrt;180;0.019530245;0.078089219;487;1;1
0.92;True;entropy;95;sqrt;967;0.000528509;0.001587943;726;1;1
0.935;True;gini;91;;415;0.00112572;0.011159301;89;1;1
0.92;True;log_loss;18;sqrt;348;0.000437372;0.000643184;715;1;1
0.935;False;entropy;13;;413;0.019079434;0.007784092;778;1;1
0.935;False;entropy;33;;655;0.064002985;0.000151267;301;1;1
0.935;False;entropy;67;sqrt;56;0.128628063;0.016151645;198;1;1
0.935;True;gini;50;log2;385;0.48280587;0.000880209;617;1;1
0.935;False;gini;65;sqrt;372;0.027418336;0.010639628;308;1;1
0.935;True;entropy;55;sqrt;289;0.002558451;0.158494161;363;1;1
0.935;True;gini;9;;299;0.029866383;0.002520144;35;1;1
0.935;True;entropy;30;sqrt;565;0.08817906;0.000550373;563;1;1
0.935;True;log_loss;21;;946;0.002341733;0.005428157;554;1;1
0.935;False;entropy;53;sqrt;347;0.07256238;0.002746412;180;1;1
0.935;False;entropy;39;log2;465;0.005863476;0.742539466;332;1;1
0.93;True;gini;9;;524;0.000468335;0.000233631;509;1;1
0.935;False;log_loss;58;sqrt;66;0.123188475;0.121556787;58;1;1
0.935;False;log_loss;45;sqrt;66;0.040988511;0.000131128;883;1;1
0.935;True;entropy;28;;412;0.296698593;0.301185069;64;1;1
0.935;True;entropy;26;sqrt;598;0.054726632;0.00027555;777;1;1
0.935;True;log_loss;31;sqrt;40;0.106301955;0.000300767;33;1;1
0.935;True;entropy;68;log2;26;0.020313038;0.000125208;997;1;1
0.935;True;entropy;89;log2;561;0.001019149;0.818823879;231;1;1
0.935;True;log_loss;7;log2;43;0.01779298;0.061131679;204;1;1
0.935;False;gini;55;log2;747;0.452761207;0.007358632;935;1;1
0.935;True;log_loss;5;;106;0.016325657;0.0001719;998;1;1
0.935;True;entropy;60;;647;0.03363762;0.004303523;355;1;1
0.935;False;entropy;68;sqrt;852;0.001985978;0.273780286;35;1;1
0.935;False;entropy;64;log2;292;0.006315267;0.044360442;18;1;1
0.935;False;gini;5;;473;0.115223575;0.011310351;844;1;1
0.92;True;log_loss;57;sqrt;236;0.000271916;0.003260964;15;1;1
0.9;False;entropy;41;;814;0.000811063;0.001824807;491;1;1
0.935;False;entropy;25;sqrt;56;0.004706294;0.016155172;478;1;1
0.935;True;gini;66;;475;0.000166167;0.020090757;433;1;1
0.935;False;entropy;44;log2;538;0.061014097;0.675232935;409;1;1
0.935;False;log_loss;1;sqrt;643;0.105823645;0.000167354;632;1;1
0.935;True;log_loss;96;sqrt;286;0.003070585;0.085873339;226;1;1
0.9;False;log_loss;82;;691;0.000242693;0.000101397;237;1;1
0.935;False;log_loss;38;sqrt;864;0.23186838;0.157477301;588;1;1
0.935;False;entropy;31;log2;416;0.219424023;0.161813265;490;1;1
0.935;False;gini;42;log2;831;0.066027824;0.092037978;681;1;1
0.935;False;entropy;63;sqrt;626;0.11733645;0.012159931;228;1;1
0.935;False;entropy;71;log2;625;0.019700925;0.045732753;63;1;1
0.935;True;entropy;18;;685;0.001263677;0.020944325;595;1;1
0.925;False;entropy;93;sqrt;254;0.000107977;0.018713847;171;1;1
0.92;True;entropy;48;sqrt;91;0.000141349;0.000124395;945;1;1
0.915;True;gini;56;;88;0.000361062;0.001545622;300;1;1
0.925;True;entropy;66;;610;0.000140858;0.000184977;295;1;1
0.935;True;log_loss;43;log2;664;0.372948166;0.015746567;348;1;1
0.91;False;gini;70;log2;552;0.000378687;0.000768681;168;1;1
0.935;True;entropy;47;sqrt;240;0.000545586;0.015319413;349;1;1
0.935;True;gini;39;sqrt;431;0.075907711;0.000539538;233;1;1
0.935;True;log_loss;83;log2;777;0.230550358;0.000219597;411;1;1
0.935;True;entropy;9;sqrt;935;0.001250218;0.053895529;725;1;1
0.935;False;log_loss;73;sqrt;822;0.037315971;0.14738934;666;1;1
0.935;False;log_loss;16;log2;171;0.113839212;0.074145944;857;1;1
0.935;True;gini;58;;718;0.000542889;0.045364885;437;1;1
0.935;False;entropy;24;;856;0.012103331;0.02013648;909;1;1
0.935;False;log_loss;21;;51;0.013516956;0.000238235;576;1;1
0.935;True;entropy;10;sqrt;757;0.000737297;0.000445089;529;1;1
0.935;False;log_loss;23;;636;0.126819666;0.484878824;110;1;1
0.935;True;entropy;26;sqrt;915;0.002440455;0.000741795;854;1;1
0.9;False;entropy;99;;373;0.000818694;0.000277313;407;1;1
0.935;True;entropy;5;log2;138;0.001345269;0.004537595;894;1;1
0.935;True;log_loss;93;;337;0.299987929;0.000374719;42;1;1
0.935;True;log_loss;97;log2;20;0.001145595;0.000569449;345;1;1
0.935;True;entropy;100;sqrt;370;0.105602401;0.001238025;312;1;1
0.935;False;entropy;62;log2;370;0.200213194;0.000308215;527;1;1
0.935;False;log_loss;35;log2;436;0.058308249;0.227310211;21;1;1
0.935;False;entropy;10;;187;0.000369465;0.176626902;335;1;1
0.935;True;entropy;25;sqrt;358;0.009145862;0.025311182;356;1;1
0.92;True;log_loss;79;sqrt;285;0.00103075;0.000156844;723;1;1
0.935;True;entropy;28;log2;77;0.001881158;0.014533542;947;1;1
0.92;True;entropy;29;;862;0.000297042;0.000146578;531;1;1
0.935;False;gini;15;;486;0.00279638;0.135375796;588;1;1
0.935;True;entropy;9;log2;121;0.002296206;0.129775096;629;1;1
0.93;False;entropy;41;sqrt;166;0.000283368;0.139649198;149;1;1
0.935;True;entropy;46;sqrt;65;0.001283209;0.044998166;423;1;1
0.925;False;entropy;93;log2;357;0.001733354;0.000293306;177;1;1
0.935;True;log_loss;95;;507;0.106807947;0.000854581;802;1;1
0.935;False;log_loss;4;log2;599;0.050540868;0.00287031;120;1;1
0.915;True;log_loss;92;;792;0.000531575;0.000145365;585;1;1
0.935;False;gini;20;sqrt;224;0.002485512;0.084601281;462;1;1
0.935;False;gini;37;sqrt;952;0.016817277;0.002934242;440;1;1
0.935;True;log_loss;48;sqrt;142;0.000126444;0.031616786;700;1;1
0.935;True;entropy;61;sqrt;675;0.043954601;0.000212924;942;1;1
0.91;False;log_loss;94;sqrt;98;0.000223636;0.000750941;265;1;1
0.935;False;log_loss;1;sqrt;591;0.083416571;0.027374282;297;1;1
0.91;False;gini;66;log2;616;0.000910592;0.000461885;304;1;1
0.935;True;log_loss;43;log2;268;0.000139089;0.551855528;104;1;1
0.935;True;entropy;74;log2;723;0.011722007;0.18251378;366;1;1
0.91;False;log_loss;55;;314;0.000634456;0.052770163;94;1;1
0.935;True;entropy;98;log2;727;0.024738879;0.000251856;291;1;1
0.935;False;entropy;21;;248;0.011318353;0.52063253;92;1;1
0.94;False;gini;7;;744;0.000721296;0.015381811;144;1;1
0.91;False;log_loss;54;sqrt;556;0.000869831;0.001282253;788;1;1
0.935;False;gini;39;log2;802;0.001428092;0.83625621;447;1;1
0.92;True;entropy;71;sqrt;855;0.000134792;0.000130383;906;1;1
0.935;False;entropy;2;;110;0.007292372;0.018151615;624;1;1
0.935;True;log_loss;21;log2;863;0.11686879;0.005284599;537;1;1
0.925;True;log_loss;28;log2;998;0.000697293;0.003259847;404;1;1
0.935;True;gini;43;;656;0.00086159;0.025244415;205;1;1
0.935;True;log_loss;65;;267;0.003715886;0.001385167;58;1;1
0.935;True;entropy;9;log2;80;0.001048615;0.000242415;624;1;1
0.935;True;log_loss;55;log2;987;0.013596426;0.000576579;11;1;1
0.92;True;entropy;89;;438;0.000119799;0.002620987;334;1;1
0.935;True;entropy;27;sqrt;423;0.455789211;0.620521091;954;1;1
0.935;False;entropy;94;log2;633;0.086804399;0.003029845;316;1;1
0.935;True;gini;9;log2;750;0.03837439;0.136614098;95;1;1
0.935;True;gini;99;;794;0.487137235;0.292060217;462;1;1
0.935;False;gini;4;log2;431;0.014572613;0.000938997;193;1;1
0.91;False;gini;56;;519;0.00060615;0.000299953;797;1;1
0.935;False;entropy;47;log2;613;0.170043355;0.013850091;450;1;1
0.935;True;log_loss;78;log2;195;0.01118501;0.062217042;551;1;1
0.935;True;entropy;14;sqrt;917;0.000182229;0.104147679;448;1;1
0.935;False;entropy;96;;603;0.117877981;0.000724747;777;1;1
0.935;False;entropy;85;;396;0.006595466;0.077384252;740;1;1
0.925;True;entropy;96;log2;44;0.000553173;0.000307524;314;1;1
0.935;False;log_loss;85;sqrt;878;0.027274612;0.00686865;762;1;1
0.935;False;log_loss;2;sqrt;805;0.071633869;0.002186927;976;1;1
0.935;False;gini;7;log2;245;0.028428416;0.178785503;185;1;1
0.935;True;gini;100;sqrt;711;0.039567421;0.080502045;813;1;1
0.905;False;log_loss;100;;118;0.000234211;0.02799047;345;1;1
0.91;False;log_loss;34;sqrt;364;0.00116319;0.000383239;146;1;1
0.935;True;entropy;4;log2;872;0.021587104;0.000587517;979;1;1
0.92;False;gini;22;;635;0.000104948;0.004344098;840;1;1
