value;params_activation;params_alpha;params_hidden_layer_sizes;params_learning_rate;params_max_iter;params_solver;scaled;pca
0.795121951;identity;0.000750732;54;invscaling;770;lbfgs;1;0
0.795121951;identity;0.002443423;72;invscaling;845;lbfgs;1;0
0.985365854;relu;0.016130504;43;invscaling;885;lbfgs;1;0
0.848780488;relu;1.01E-05;34;constant;473;sgd;1;0
0.985365854;logistic;0.007013279;59;adaptive;851;lbfgs;1;0
0.795121951;tanh;0.073673087;87;constant;960;sgd;1;0
0.985365854;tanh;0.001277983;53;constant;606;lbfgs;1;0
0.975609756;tanh;5.55E-05;41;invscaling;745;adam;1;0
0.804878049;tanh;1.46E-05;50;adaptive;484;sgd;1;0
0.795121951;logistic;0.002794951;10;adaptive;472;adam;1;0
0.687804878;tanh;0.004792305;97;invscaling;399;sgd;1;0
0.887804878;tanh;1.22E-05;94;constant;281;adam;1;0
0.785365854;logistic;7.26E-05;23;adaptive;337;sgd;1;0
0.790243902;logistic;1.00E-05;18;invscaling;415;adam;1;0
0.83902439;tanh;0.000312819;42;constant;133;adam;1;0
0.985365854;relu;1.03E-05;62;invscaling;311;lbfgs;1;0
0.795121951;identity;0.002248848;37;constant;858;lbfgs;1;0
0.52195122;tanh;1.01E-05;81;invscaling;878;sgd;1;0
0.985365854;tanh;0.000810612;8;adaptive;893;lbfgs;1;0
0.985365854;logistic;2.51E-05;75;invscaling;903;lbfgs;1;0
0.785365854;identity;1.90E-05;91;invscaling;342;adam;1;0
1;tanh;9.29E-05;87;invscaling;377;lbfgs;1;0
0.624390244;tanh;0.037178871;58;invscaling;591;sgd;1;0
0.8;identity;3.31E-05;95;constant;674;sgd;1;0
0.995121951;logistic;0.006167934;9;adaptive;218;lbfgs;1;0
0.790243902;identity;0.00321982;49;constant;980;sgd;1;0
0.795121951;identity;0.002893929;96;invscaling;197;lbfgs;1;0
0.809756098;identity;0.00010972;4;constant;649;sgd;1;0
0.795121951;logistic;0.000472003;100;adaptive;655;sgd;1;0
0.83902439;relu;2.43E-05;77;adaptive;560;sgd;1;0
0.795121951;logistic;0.037080966;27;constant;712;adam;1;0
0.795121951;identity;4.04E-05;4;adaptive;718;lbfgs;1;0
0.819512195;relu;0.033230373;37;constant;655;sgd;1;0
0.47804878;identity;0.010509167;68;invscaling;274;sgd;1;0
0.985365854;relu;0.027737802;60;invscaling;220;lbfgs;1;0
0.985365854;relu;0.00622523;7;constant;295;lbfgs;1;0
0.96097561;relu;0.052907491;17;invscaling;847;adam;1;0
0.985365854;relu;0.003539219;53;adaptive;454;lbfgs;1;0
0.795121951;identity;0.000130357;43;invscaling;330;lbfgs;1;0
0.985365854;tanh;2.50E-05;91;invscaling;879;lbfgs;1;0
0.795121951;identity;0.000106417;13;adaptive;575;lbfgs;1;0
0.985365854;logistic;8.94E-05;37;invscaling;155;lbfgs;1;0
0.795121951;identity;0.000170987;51;invscaling;616;lbfgs;1;0
0.8;tanh;1.52E-05;15;constant;643;sgd;1;0
0.795121951;identity;0.003366694;94;invscaling;684;lbfgs;1;0
0.790243902;identity;0.015257546;97;constant;393;adam;1;0
0.985365854;relu;0.004315968;14;adaptive;665;lbfgs;1;0
0.795121951;identity;0.005346466;2;constant;995;lbfgs;1;0
0.795121951;identity;7.04E-05;69;invscaling;888;lbfgs;1;0
